Rank,Partner Id,Partner Name,TOP SE PL State,node_name,state_name,NRV FY-25-26,GM FY-25-26,GM Score,GM Share,PL NRV 25-26,GM%,ABC Mapping,GM% Score,PL%,Total Returns in %,Return Score,Avg Repayment days,Paid within due days,Financing scheme (Y/N),Credit Score,TOTAL SCORE,Cohort
Long Tail,1000009087,M/S Aradhya Traders,tejpratap.kushwaha@agrevolution.in,Barabanki,Uttar Pradesh,178088,8141,,98.10%,17741,5%,D,,10%,0%,,114,54%,0,,0,Long Tail
Long Tail,1000040822,M/S JANU ENTERPRISES,anurag.gautam@agrevolution.in,Muzaffarpur,Bihar,"26,569",8136,,98.10%,26569,31%,A,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000041433,M/S Aditya Khad Beej Bhandar,(blank),Siwan,Bihar,"25,192",8128,,98.10%,21954,32%,A,,87%,0%,,80,44%,0,,0,Long Tail
Long Tail,1000007421,JAI MATA DI BEEJ BHANDAR,(blank),Motihari,Bihar,"54,606",8107,,98.10%,31363,15%,C,,57%,0%,,136,7%,0,,0,Long Tail
Long Tail,1000044196,VASHISHT PESTICIDE,pushpendra.singh1@agrevolution.in,Bareilly,Uttar Pradesh,"19,200",8104,,98.10%,19200,42%,A,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000002215,M/S NEERAJ KHAD BHANDAR,praveen.bhardwaj@agrevolution.in,Aligarh,Uttar Pradesh,"19,200",8104,,98.10%,19200,42%,A,,100%,-85%,,-,0%,0,,0,Long Tail
Long Tail,1000043229,Maa Sail Shiw Enterprises,vikash.kr@agrevolution.in,Buxar,Bihar,"47,412",8102,,98.10%,38137,17%,C,,80%,0%,,6,66%,0,,0,Long Tail
Long Tail,1000041544,M/S MUKUND URVARAK BEEJ BHANDAR,ashok.kumar5@agrevolution.in,Darbhanga,Bihar,409853,8092,,98.10%,24074,2%,D,,6%,0%,,5,98%,0,,0,Long Tail
Long Tail,1000037671,VIDHARBH TRADERS,ankush.gawai@agrevolution.in,Akola,Maharashtra,"65,437",8091,,98.10%,39162,12%,C,,60%,0%,,23,100%,Yes,,0,Long Tail
Long Tail,1000006479,M/s Shivam Traders,akhilesh.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,874860,8089,,98.10%,223080,1%,D,,25%,-15%,,18,67%,0,,0,Long Tail
Long Tail,1000019134,M/S Laxmi Enterprises,(blank),Samastipur,Bihar,"81,392",8083,,98.10%,17021,10%,D,,21%,-19%,,10,100%,0,,0,Long Tail
Long Tail,1000036653,RAJ KRISHI SEVA KENDRA,shubham.solanki@agrevolution.in,Bhopal,Madhya Pradesh,180769,8078,,98.10%,21000,4%,D,,12%,0%,,134,56%,Yes,,0,Long Tail
Long Tail,1000032081,NEHA KHAD BHANDAR,praveen.rai@agrevolution.in,Ghazipur,Uttar Pradesh,347883,8073,,98.10%,230063,2%,D,,66%,0%,,80,46%,0,,0,Long Tail
Long Tail,1000037118,NIRMALA KRISHI UDHAMI SEVA KENDRA,(blank),Mohania,Bihar,"94,541",8070,,98.10%,27398,9%,D,,29%,0%,,75,56%,0,,0,Long Tail
Long Tail,1000006773,M/S Pradeep Khad Bhandar,ranjan.shandilya@agrevolution.in,Bettiah,Bihar,122540,8065,,98.10%,8190,7%,D,,7%,0%,,67,41%,0,,0,Long Tail
Long Tail,1000003886,Pappu Khad Beej Bhandar,(blank),Sitamarhi,Bihar,"24,493",8065,,98.10%,24493,33%,A,,100%,0%,,229,6%,Yes,,0,Long Tail
Long Tail,1000022724,Krushival Agro Services,(blank),Pune,Maharashtra,"56,695",8062,,98.10%,56695,14%,C,,100%,-38%,,124,27%,Yes,,0,Long Tail
Long Tail,1000004749,M/s Dwivedi Beej Bhandar,shivam.rajput@agrevolution.in,Farrukhabad,Uttar Pradesh,"70,407",8062,,98.10%,37452,11%,C,,53%,0%,,207,1%,0,,0,Long Tail
Long Tail,1000005620,Gaurav General Store,rajeev.kumar2@agrevolution.in,Muzaffarpur,Bihar,"87,776",8062,,98.10%,87776,9%,D,,100%,0%,,-,100%,0,,0,Long Tail
Long Tail,1000036029,KISAN BEEJ BHANDAR,chandras.mishra@agrevolution.in,Darbhanga,Bihar,"78,592",8057,,98.10%,69575,10%,C,,89%,0%,,19,100%,0,,0,Long Tail
Long Tail,1000038471,Amit Beej Bhandar,jitendra.sharma@agrevolution.in,Gwalior,Madhya Pradesh,"52,561",8054,,98.10%,52561,15%,C,,100%,0%,,54,77%,0,,0,Long Tail
Long Tail,1000009652,M/S Kisan Beej Bhandar,ramprakash@agrevolution.in,Allahabad,Uttar Pradesh,261906,8051,,98.10%,18795,3%,D,,7%,0%,,20,94%,0,,0,Long Tail
Long Tail,1000041636,BALAJI KHAD BEEJ BHANDAR,(blank),Aligarh,Uttar Pradesh,"32,607",8031,,98.10%,32607,25%,B,,100%,-22%,,109,6%,0,,0,Long Tail
Long Tail,1000032268,SANJAY TRADERS,anurag.gautam@agrevolution.in,Muzaffarpur,Bihar,"65,054",8030,,98.10%,16814,12%,C,,26%,0%,,23,100%,Yes,,0,Long Tail
Long Tail,1000039024,NIKEETA KHEDUT VIKAS MANDAL,(blank),Ahmedabad,Gujarat,"42,364",8027,,98.10%,40888,19%,C,,97%,0%,,6,100%,0,,0,Long Tail
Long Tail,1000015698,M/s Arya Kishan Krishi Kendra,balmukund.tiwari@agrevolution.in,Kushinagar,Uttar Pradesh,112384,8022,,98.10%,79966,7%,D,,71%,0%,,31,66%,0,,0,Long Tail
Long Tail,1000001255,M/S Khushbu Khad Beej Bhandar,ankit.kumar4@agrevolution.in,Madhepura,Bihar,126233,8022,,98.10%,126233,6%,D,,100%,-37%,,87,5%,0,,0,Long Tail
Long Tail,1000043596,Thurana Trading Company,sukhbir.singh@agrevolution.in,Hisar,Haryana,"58,997",8015,,98.10%,58997,14%,C,,100%,0%,,20,68%,0,,0,Long Tail
Long Tail,1000043370,M/S KIRSHNA PORVIJAN STORES,(blank),Ratlam,Madhya Pradesh,"59,004",8012,,98.10%,59004,14%,C,,100%,0%,,8,51%,0,,0,Long Tail
Long Tail,1000035147,M/S Nikhil Seeds,rohit.singh5@agrevolution.in,Ranchi,Jharkhand,"65,480",7998,,98.10%,62780,12%,C,,96%,0%,,208,0%,0,,0,Long Tail
Long Tail,1000026845,M/s Arvind Traders,vivek.singh3@agrevolution.in,Bhopal,Madhya Pradesh,"66,089",7992,,98.10%,43894,12%,C,,66%,-62%,,87,77%,0,,0,Long Tail
Long Tail,1000036417,M/s Kisan Khad Bhandar,(blank),Mohania,Bihar,"27,351",7990,,98.10%,21020,29%,B,,77%,0%,,10,39%,0,,0,Long Tail
Long Tail,1000006930,Vaishnavi Agri Junction Kendra,ratnesh.kumar@agrevolution.in,Jaunpur,Uttar Pradesh,188727,7990,,98.10%,129998,4%,D,,69%,0%,,59,49%,0,,0,Long Tail
Long Tail,1000039984,M/S SHIV SHAMBHU KHAD BEEJ BHANDAR,(blank),Purnea,Bihar,"40,731",7987,,98.10%,33213,20%,C,,82%,0%,,52,47%,0,,0,Long Tail
Long Tail,1000025597,KISAN KRISHI KENDRA,ankush.gawai@agrevolution.in,Akola,Maharashtra,"31,462",7973,,98.10%,21462,25%,B,,68%,-43%,,83,73%,0,,0,Long Tail
Long Tail,1000003871,M/s Om Krishi Kendra,brajb@agrevolution.in,Raipur,Chhattisgarh,"38,569",7970,,98.10%,38569,21%,B,,100%,0%,,48,76%,0,,0,Long Tail
Long Tail,1000041863,KAVITA KRISHI UDYAMI SEVA KENDRA,suman.pandit1@agrevolution.in,Arariya,Bihar,"22,126",7968,,98.10%,22126,36%,A,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000001546,KUSHWAHA ENTERPRISES,rahul.kumar13@agrevolution.in,Motihari,Bihar,"23,831",7948,,98.10%,23831,33%,A,,100%,0%,,-,94%,0,,0,Long Tail
Long Tail,1000041543,Maa Vaishnobi Pashu Aahar,sachin.raj@agrevolution.in,Bihar Sharif,Bihar,"72,036",7940,,98.10%,72036,11%,C,,100%,0%,,43,40%,0,,0,Long Tail
Long Tail,1000036874,SUNIL TRADERS,(blank),Akola,Maharashtra,116527,7938,,98.10%,27900,7%,D,,24%,0%,,32,100%,0,,0,Long Tail
Long Tail,1000002620,Rajoun Krshi Kendra,(blank),Bhagalpur,Bihar,"17,036",7933,,98.10%,16332,47%,A,,96%,0%,,77,1%,0,,0,Long Tail
Long Tail,1000042797,Matoshri Krushi Seva Kendra,(blank),Pune,Maharashtra,"51,653",7932,,98.10%,51653,15%,C,,100%,0%,,-,0%,Yes,,0,Long Tail
Long Tail,1000018101,M/s Kastakar Krushi Seva Kendra,abdul.munsif@agrevolution.in,Amravati,Maharashtra,"30,902",7929,,98.10%,30902,26%,B,,100%,0%,,168,30%,0,,0,Long Tail
Long Tail,1000038331,AWALIYA MAHARAJ KRUSHI SEWA KENDRA,dattaram.andhare@agrevolution.in,Washim,Maharashtra,"64,550",7923,,98.10%,30228,12%,C,,47%,0%,,33,67%,0,,0,Long Tail
Long Tail,1000035182,MAHESH AGRO SALES,yogesh.pande@agrevolution.in,Akola,Maharashtra,"32,234",7922,,98.10%,23122,25%,B,,72%,0%,,82,59%,Yes,,0,Long Tail
Long Tail,1000042353,KUSHWAHA KRISHI KENDRA,(blank),Head Office,Bihar,"66,063",7920,,98.10%,57440,12%,C,,87%,0%,,48,26%,0,,0,Long Tail
Long Tail,1000042269,Shivneri krushi seva kendra,pawan.waghmare@agrevolution.in,Amravati,Maharashtra,"41,553",7920,,98.10%,41553,19%,C,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000007776,M/s Sk Rafique,(blank),Burdwan,West Bengal,"40,596",7920,,98.10%,40596,20%,C,,100%,0%,,6,71%,0,,0,Long Tail
Long Tail,1000026718,BASANTI PYARE LAL (B.P.L) KRISHI VIKRAY KENDRA,tejpratap.kushwaha@agrevolution.in,Barabanki,Uttar Pradesh,"92,534",7917,,98.10%,31582,9%,D,,34%,-18%,,140,0%,0,,0,Long Tail
Long Tail,1000019720,Sonu Monu Traders,(blank),Khagaria,Bihar,"64,915",7914,,98.10%,64915,12%,C,,100%,0%,,12,100%,0,,0,Long Tail
Long Tail,1000036518,M/S RAKESH KIRANA STORE,dinesh.chaudhary2@agrevolution.in,Gorakhpur,Uttar Pradesh,"69,365",7913,,98.10%,69365,11%,C,,100%,0%,,7,99%,0,,0,Long Tail
Long Tail,1000009326,M/s Abhishek Krishi Sewa Kendra,(blank),Indore,Madhya Pradesh,"53,506",7912,,98.10%,33899,15%,C,,63%,0%,,137,3%,0,,0,Long Tail
Long Tail,1000019607,M/S Kisan Traders,mayur.suryavanshi@agrevolution.in,Nashik,Maharashtra,"13,942",7901,,98.10%,13942,57%,A,,100%,-274%,,-,6%,0,,0,Long Tail
Long Tail,1000007241,M/s Narayan Beej Bhandar,abhishek.kumar6@agrevolution.in,Shahjahanpur,Uttar Pradesh,286582,7900,,98.10%,#N/A,3%,D,,0%,0%,,26,60%,0,,0,Long Tail
Long Tail,1000033705,ATUL AGROTECH,piyush.tiwari@agrevolution.in,Jabalpur,Madhya Pradesh,395168,7898,,98.10%,#N/A,2%,D,,0%,0%,,166,6%,0,,0,Long Tail
Long Tail,1000040953,Musayyib Dehaat Centre,(blank),Purnea,Bihar,"96,252",7892,,98.10%,96252,8%,D,,100%,0%,,29,56%,0,,0,Long Tail
Long Tail,1000008454,M/s.Shiv Krushi Seva Kendra,pawan.waghmare@agrevolution.in,Amravati,Maharashtra,116229,7884,,98.10%,69750,7%,D,,60%,-36%,,137,6%,0,,0,Long Tail
Long Tail,1000040983,M/S AZAD KISAN AGRI CLINIC & AGRI BUSINESS CENTER,(blank),Amroha,Uttar Pradesh,142703,7882,,98.20%,105658,6%,D,,74%,0%,,78,7%,0,,0,Long Tail
Long Tail,1000038622,RANJEET NURSERY KRISI KENDRA,nikhilesh.kumar@agrevolution.in,Motihari,Bihar,"35,785",7880,,98.20%,24109,22%,B,,67%,0%,,161,4%,0,,0,Long Tail
Long Tail,1000042882,Chhaya khad Beej Bhandar,(blank),Aligarh,Uttar Pradesh,"55,443",7877,,98.20%,55443,14%,C,,100%,0%,,28,50%,0,,0,Long Tail
Long Tail,1000035054,M/S KISHAN BEEJ BHANDAR,vivek.kumar15@agrevolution.in,Hazaribagh,Jharkhand,"58,070",7877,,98.20%,58070,14%,C,,100%,0%,,140,14%,0,,0,Long Tail
Long Tail,1000003917,M/s Guru kripa Khad Beej Bhandar,(blank),Jaipur,Rajasthan,"53,163",7877,,98.20%,53163,15%,C,,100%,0%,,208,0%,0,,0,Long Tail
Long Tail,1000040255,THARU KISAN SEVA KENDRA,(blank),Bettiah,Bihar,321608,7875,,98.20%,8918,2%,D,,3%,0%,,4,98%,0,,0,Long Tail
Long Tail,1000041441,LUCKY KHAL HOUSE,anshu.kumar2@agrevolution.in,Kasganj,Uttar Pradesh,"80,649",7870,,98.20%,80649,10%,D,,100%,0%,,4,100%,0,,0,Long Tail
Long Tail,1000040375,GAVEL TRADERS,(blank),Bilaspur,Chhattisgarh,156453,7869,,98.20%,40436,5%,D,,26%,0%,,2,100%,0,,0,Long Tail
Long Tail,1000040231,M/s Agri Junction Kendra,sanjay.upadhyay1@agrevolution.in,Gorakhpur,Uttar Pradesh,"45,168",7867,,98.20%,45168,17%,C,,100%,0%,,6,100%,0,,0,Long Tail
Long Tail,1000018734,SANJAY PASU AAHAR AGENCIES,pradeep.kumar3@agrevolution.in,Bareilly,Uttar Pradesh,"44,664",7864,,98.20%,44664,18%,C,,100%,0%,,35,60%,0,,0,Long Tail
Long Tail,1000019979,M/s Lokenath Beej Bhandar,(blank),North 24 Parganas,West Bengal,"20,305",7855,,98.20%,20305,39%,A,,100%,-17%,,57,90%,Yes,,0,Long Tail
Long Tail,1000033143,OM KIRANA & GENERAL STORES,ranjesh.ray@agrevolution.in,Vaishali,Bihar,"32,614",7854,,98.20%,32614,24%,B,,100%,0%,,3,100%,0,,0,Long Tail
Long Tail,1000026910,VIDYA ENTERPRISES,dk.s@agrevolution.in,Sitamarhi,Bihar,"65,824",7852,,98.20%,65824,12%,C,,100%,0%,,25,100%,Yes,,0,Long Tail
Long Tail,1000004675,Teuri Dugdh Utpadak Association,sandeep.kumar2@agrevolution.in,Hardoi,Uttar Pradesh,"67,939",7851,,98.20%,67939,12%,C,,100%,0%,,218,0%,0,,0,Long Tail
Long Tail,1000041849,MOLLA KRISHI BHANDER,pabitra.karmakar@agrevolution.in,Burdwan,West Bengal,"33,468",7850,,98.20%,33468,23%,B,,100%,0%,,84,5%,0,,0,Long Tail
Long Tail,1000042897,Ajay Beej bhandar,ramprakash@agrevolution.in,Allahabad,Uttar Pradesh,"26,967",7837,,98.20%,26967,29%,B,,100%,0%,,2,100%,0,,0,Long Tail
Long Tail,1000039714,NANDU CROP SCIENCE,(blank),Head Office,Bihar,"99,054",7833,,98.20%,18939,8%,D,,19%,0%,,21,86%,Yes,,0,Long Tail
Long Tail,1000001236,Shree Mahaveer Traders,(blank),Ratlam,Madhya Pradesh,"70,391",7833,,98.20%,56238,11%,C,,80%,0%,,94,17%,0,,0,Long Tail
Long Tail,1000010130,Rajeev Traders,navneet.pandey2@agrevolution.in,Siwan,Bihar,"75,084",7815,,98.20%,72337,10%,C,,96%,0%,,1,100%,Yes,,0,Long Tail
Long Tail,1000038440,M/s Shree Agro,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,"61,947",7808,,98.20%,49162,13%,C,,79%,0%,,64,100%,Yes,,0,Long Tail
Long Tail,1000001645,Anokhi Traders,mewa.garhwal@agrevolution.in,Jaipur,Rajasthan,"70,353",7808,,98.20%,70353,11%,C,,100%,0%,,58,4%,0,,0,Long Tail
Long Tail,1000023724,NAGAR TRADERS,ayush.pchauri@agrevolution.in,Bhopal,Madhya Pradesh,"39,168",7799,,98.20%,38107,20%,C,,97%,0%,,90,20%,0,,0,Long Tail
Long Tail,1000008765,M/s Yogesh Traders,deepak.choudhary1@agrevolution.in,Khargone,Madhya Pradesh,"36,043",7798,,98.20%,36043,22%,B,,100%,0%,,120,11%,0,,0,Long Tail
Long Tail,1000005624,M/s.Sant Sawta Krushi Seva Kendra,rushikesh.gaikwad@agrevolution.in,Ahmednagar,Maharashtra,678606,7798,,98.20%,#N/A,1%,D,,0%,0%,,25,100%,Yes,,0,Long Tail
Long Tail,1000041618,Kisan Khad Bhandar,(blank),Head Office,Bihar,"26,159",7796,,98.20%,26159,30%,B,,100%,-22%,,108,0%,0,,0,Long Tail
Long Tail,1000009035,M/s Dhaka Agro Sales,(blank),Jaipur,Rajasthan,"17,049",7793,,98.20%,17049,46%,A,,100%,0%,,132,0%,0,,0,Long Tail
Long Tail,1000040069,KAMBOJ KRISHI SEWA KENDRA,kuldeep.rajak@agrevolution.in,Gwalior,Madhya Pradesh,"38,288",7789,,98.20%,38288,20%,B,,100%,0%,,153,3%,0,,0,Long Tail
Long Tail,1000023669,Abhishek Beej Bhandar,vaibhav.bhosale@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,267955,7783,,98.20%,8400,3%,D,,3%,-13%,,56,80%,0,,0,Long Tail
Long Tail,1000043349,SWECHCHA KHAD BEEJ BHANDAR,praveen.bhardwaj@agrevolution.in,Aligarh,Uttar Pradesh,"27,969",7782,,98.20%,27969,28%,B,,100%,-60%,,56,14%,0,,0,Long Tail
Long Tail,1000016508,M/s Brajesh Kumar Singh,dk.s@agrevolution.in,Sitamarhi,Bihar,103856,7781,,98.20%,28345,7%,D,,27%,0%,,9,100%,Yes,,0,Long Tail
Long Tail,1000041802,M/s SHIV KHAD BHANDAR,pankaj.shukla@agrevolution.in,Kheri,Uttar Pradesh,"21,160",7780,,98.20%,21160,37%,A,,100%,0%,,96,53%,0,,0,Long Tail
Long Tail,1000042988,TIRUPATI FERTILIZER,(blank),Solapur,Maharashtra,"38,821",7777,,98.20%,38821,20%,B,,100%,0%,,20,100%,0,,0,Long Tail
Long Tail,1000002983,M/s Ganga Varuna Agro Farmers Producer Company Ltd,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,"54,483",7777,,98.20%,49266,14%,C,,90%,0%,,3,100%,0,,0,Long Tail
Long Tail,1000042548,M/S SATYANAM PASHU AAHAR,(blank),Head Office,Bihar,"18,254",7775,,98.20%,18254,43%,A,,100%,0%,,1,50%,0,,0,Long Tail
Long Tail,1000001359,Jibachh Beej Bhandar,chandras.mishra@agrevolution.in,Darbhanga,Bihar,"59,268",7773,,98.20%,45860,13%,C,,77%,0%,,150,7%,Yes,,0,Long Tail
Long Tail,1000039266,Sapna Dairy Farm,brajb@agrevolution.in,Raipur,Chhattisgarh,155185,7769,,98.20%,155185,5%,D,,100%,0%,,3,100%,0,,0,Long Tail
Long Tail,1000006111,M/s Agri Junction,(blank),Ghazipur,Uttar Pradesh,127682,7769,,98.20%,96691,6%,D,,76%,0%,,84,28%,0,,0,Long Tail
Long Tail,1000022288,Patel Agro Centre,kanpariya.jausukhbhai@agrevolution.in,Ahmedabad,Gujarat,"54,201",7760,,98.20%,19511,14%,C,,36%,0%,,9,100%,Yes,,0,Long Tail
Long Tail,1000005038,BHARAT AGRO AGENCY,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,311350,7760,,98.20%,79486,2%,D,,26%,0%,,12,88%,0,,0,Long Tail
Long Tail,1000027447,BADODIYA KISAN PRODUCER COMPANY LIMITED,(blank),Kota,Rajasthan,"60,181",7759,,98.20%,60181,13%,C,,100%,0%,,9,100%,0,,0,Long Tail
Long Tail,1000041611,AGRI JUNCTION KENDRA,gulshan@agrevolution.in,Farrukhabad,Uttar Pradesh,"19,113",7738,,98.20%,19113,40%,A,,100%,0%,,27,100%,0,,0,Long Tail
Long Tail,1000016335,Aryan Pashu Ahar Kendra,(blank),Arrah,Bihar,"76,628",7734,,98.20%,76628,10%,C,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000017169,Shree Singla Trading Co,(blank),Hisar,Haryana,"56,169",7732,,98.20%,35131,14%,C,,63%,-22%,,79,73%,0,,0,Long Tail
Long Tail,1000004323,M/s Krishi Unnat Kendra,purshottam.raj@agrevolution.in,Madhepura,Bihar,251435,7730,,98.20%,55603,3%,D,,22%,0%,,53,91%,0,,0,Long Tail
Long Tail,1000005667,M/S PRIYA KHAD BEEJ BHANDAR,rahul.kumar13@agrevolution.in,Motihari,Bihar,"33,512",7719,,98.20%,14080,23%,B,,42%,0%,,-,69%,0,,0,Long Tail
Long Tail,1000025598,SURYANARAYAN KRUSHI SEVA KENDRA,abdul.munsif@agrevolution.in,Amravati,Maharashtra,271009,7716,,98.20%,#N/A,3%,D,,0%,-21%,,5,100%,0,,0,Long Tail
Long Tail,1000015261,M/s.Suman Agro Agency,ankush.gawai@agrevolution.in,Akola,Maharashtra,"75,930",7716,,98.20%,41754,10%,C,,55%,0%,,52,57%,0,,0,Long Tail
Long Tail,1000031359,SHRI ATMANAND AGENCY,sunil.ingle@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,"68,738",7708,,98.20%,33992,11%,C,,49%,0%,,45,83%,0,,0,Long Tail
Long Tail,1000003209,Yogya Krishi Sewa Kendra,deepak.choudhary1@agrevolution.in,Khargone,Madhya Pradesh,"67,319",7704,,98.20%,67319,11%,C,,100%,0%,,42,100%,Yes,,0,Long Tail
Long Tail,1000032903,SHREE LAXMI AGRO,anupam.kumar@agrevolution.in,Raipur,Chhattisgarh,"18,726",7703,,98.20%,18726,41%,A,,100%,0%,,-,18%,0,,0,Long Tail
Long Tail,1000034467,ANANNYA DRUG STORE,vaibhav.singh1@agrevolution.in,Samastipur,Bihar,"34,633",7702,,98.20%,27676,22%,B,,80%,0%,,145,0%,0,,0,Long Tail
Long Tail,1000043059,Annpurna krishi seva kendra,(blank),Ratlam,Madhya Pradesh,"26,267",7699,,98.20%,26267,29%,B,,100%,0%,,-,100%,Yes,,0,Long Tail
Long Tail,1000008179,M/s SIKDAR AGRO AGENCES,sahjad.a@agrevolution.in,Ambikapur,Chhattisgarh,127572,7698,,98.20%,69822,6%,D,,55%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000033504,Dubey Beej and Khad Bhandar,shiv.pandey@agrevolution.in,Gorakhpur,Uttar Pradesh,205899,7693,,98.20%,32675,4%,D,,16%,0%,,27,79%,0,,0,Long Tail
Long Tail,1000033138,M/S.JAI KISAN KRUSHI SEVA KENDRA,mahesh.kohle@agrevolution.in,Jalna,Maharashtra,"39,101",7680,,98.20%,25062,20%,C,,64%,0%,,42,62%,0,,0,Long Tail
Long Tail,1000032769,M/s PARAMITA NAG,pabitra.karmakar@agrevolution.in,Burdwan,West Bengal,251680,7680,,98.20%,#N/A,3%,D,,0%,0%,,1,94%,0,,0,Long Tail
Long Tail,1000000759,M/S KISAN KHAD BEEJ BHANDAR,kanhaiya.raj1@agrevolution.in,Arariya,Bihar,"37,272",7680,,98.20%,37272,21%,B,,100%,0%,,24,85%,0,,0,Long Tail
Long Tail,1000026888,AGRI JUNCTION KENDRA,gaurav.singh5@agrevolution.in,Aligarh,Uttar Pradesh,"80,689",7674,,98.20%,37790,10%,D,,47%,-9%,,78,3%,0,,0,Long Tail
Long Tail,1000018244,M/s Haryali Kisan Sewa Kendra,prateek.dixit@agrevolution.in,Hardoi,Uttar Pradesh,200853,7670,,98.20%,16123,4%,D,,8%,0%,,26,38%,0,,0,Long Tail
Long Tail,1000043479,Ajay Pandey,gulshan@agrevolution.in,Farrukhabad,Uttar Pradesh,"49,525",7668,,98.20%,49525,15%,C,,100%,0%,,58,0%,0,,0,Long Tail
Long Tail,1000043520,SINGH BEEJ BHANDAR,amit.tripathi@agrevolution.in,Kushinagar,Uttar Pradesh,"33,811",7657,,98.20%,32102,23%,B,,95%,0%,,19,97%,0,,0,Long Tail
Long Tail,1000028941,M/S RADHIKA ENTERPRISES,amit.tripathi@agrevolution.in,Kushinagar,Uttar Pradesh,237356,7655,,98.20%,#N/A,3%,D,,0%,0%,,185,73%,0,,0,Long Tail
Long Tail,1000043330,Gupta khaad Beej Bhandar,(blank),Motihari,Bihar,"73,439",7638,,98.20%,20200,10%,C,,28%,0%,,12,100%,0,,0,Long Tail
Long Tail,1000000110,M/S Parihar Krishi Beej Bhandar,tejpratap.kushwaha@agrevolution.in,Barabanki,Uttar Pradesh,"58,557",7638,,98.20%,14277,13%,C,,24%,0%,,31,72%,0,,0,Long Tail
Long Tail,1000040780,Rathore krashi seva kendra Chhipawad,(blank),Khandwa,Madhya Pradesh,"27,888",7634,,98.20%,27888,27%,B,,100%,0%,,147,1%,0,,0,Long Tail
Long Tail,1000040874,PRANPATI & SONS,bipul.kumar4@agrevolution.in,Begusarai,Bihar,"67,415",7629,,98.20%,67415,11%,C,,100%,0%,,52,49%,0,,0,Long Tail
Long Tail,1000017353,Sri Sri Cattle Feed Centre,vivek.kumar15@agrevolution.in,Hazaribagh,Jharkhand,"73,813",7629,,98.20%,73813,10%,C,,100%,0%,,106,0%,0,,0,Long Tail
Long Tail,1000024814,R S ANSHU PASHU AAHAR,satish.kumar1@agrevolution.in,Sasaram,Bihar,"70,596",7618,,98.20%,44168,11%,C,,63%,0%,,7,99%,0,,0,Long Tail
Long Tail,1000030972,OM SAI AGRO,vaibhav.bhosale@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,"44,568",7617,,98.20%,44568,17%,C,,100%,-48%,,40,51%,0,,0,Long Tail
Long Tail,1000005238,Ms Prince seed sstore,mithlesh.kr@agrevolution.in,Katihar,Bihar,221012,7611,,98.30%,31689,3%,D,,14%,0%,,3,100%,0,,0,Long Tail
Long Tail,1000003560,Sai Trader,ranjesh.ray@agrevolution.in,Vaishali,Bihar,199301,7609,,98.30%,12056,4%,D,,6%,-33%,,56,10%,0,,0,Long Tail
Long Tail,1000000242,M/s Gangwar Pesticides,pradeep.kumar3@agrevolution.in,Bareilly,Uttar Pradesh,"26,997",7605,,98.30%,26997,28%,B,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000042860,MAULI KRUSHI SEVA KENDRA,(blank),CHHATRAPATI SAMBHAJINAGAR,Maharashtra,"37,175",7597,,98.30%,37175,20%,B,,100%,0%,,-,63%,0,,0,Long Tail
Long Tail,1000033247,M/s AGRIJUNCTION ONE STOP SHOP,akhilesh.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,"86,898",7595,,98.30%,36094,9%,D,,42%,0%,,121,0%,0,,0,Long Tail
Long Tail,1000037702,M K KHAD BEEJ BHANDAR,navneet.pandey2@agrevolution.in,Siwan,Bihar,266171,7587,,98.30%,43208,3%,D,,16%,0%,,68,67%,0,,0,Long Tail
Long Tail,1000006907,M/S Bharat Agrijunction,manish.dev1@agrevolution.in,Bulandshahr,Uttar Pradesh,"29,759",7586,,98.30%,22598,25%,B,,76%,-16%,,-,0%,0,,0,Long Tail
Long Tail,1000044296,Shree Singaji Pashu Aahar,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,"62,442",7584,,98.30%,62442,12%,C,,100%,0%,,18,29%,0,,0,Long Tail
Long Tail,1000043253,SHREE BALA JI KHAAD BHANDAR,gulshan@agrevolution.in,Farrukhabad,Uttar Pradesh,"49,576",7578,,98.30%,49576,15%,C,,100%,0%,,31,47%,0,,0,Long Tail
Long Tail,1000044523,Gayatri Enterprises,chirnjeev.kumar@agrevolution.in,Madhepura,Bihar,"25,048",7576,,98.30%,25048,30%,A,,100%,0%,,-,0%,0,,0,Long Tail
Long Tail,1000019542,M/s Mahadev Agro Sales,govind.singh@agrevolution.in,Jodhpur,Rajasthan,"65,506",7576,,98.30%,65506,12%,C,,100%,0%,,43,61%,0,,0,Long Tail
